age,education-num,capital-gain,capital-loss,hours-per-week,workclass_encoded,education_encoded,marital-status_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,native-country_encoded,income_encoded
17.0,6,13061.665675340768,1872.8255915863278,24,4,0,4,12,3,4,0,39,0
51.0,9,13061.665675340768,1872.8255915863278,50,6,11,2,5,0,4,1,39,1
30.0,7,13061.665675340768,1872.8255915863278,30,4,1,4,14,4,4,1,39,0
31.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,4,3,2,0,39,0
50.0,14,13061.665675340768,1872.8255915863278,50,5,12,2,4,0,4,1,39,1
30.0,11,13061.665675340768,1872.8255915863278,36,4,8,4,4,3,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,40,4,11,3,1,4,4,0,39,0
22.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,1,3,4,0,39,0
32.0,10,13061.665675340768,1872.8255915863278,50,6,15,4,8,1,4,1,39,0
37.0,9,13061.665675340768,1872.8255915863278,35,4,11,4,5,3,4,1,39,0
62.0,11,13061.665675340768,1872.8255915863278,33,4,8,6,12,4,4,0,39,0
36.0,13,13061.665675340768,1872.8255915863278,50,4,9,0,10,1,4,1,39,1
29.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,10,1,4,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,25,4,15,4,12,3,4,0,39,0
64.0,13,13061.665675340768,1872.8255915863278,45,7,9,2,4,0,4,1,39,0
32.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,7,0,4,1,39,0
30.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,1,3,4,0,39,0
24.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,10,3,4,0,39,0
20.0,7,13061.665675340768,1872.8255915863278,40,4,1,4,3,3,4,1,39,0
33.0,13,13061.665675340768,1872.8255915863278,5,4,9,2,1,5,4,0,39,1
50.0,9,4386.0,1872.8255915863278,48,2,11,2,7,0,4,1,39,1
45.0,14,13061.665675340768,1408.0,40,4,12,4,4,1,4,0,39,0
38.0,10,5178.0,1872.8255915863278,40,4,15,2,14,0,4,1,39,1
51.0,12,13061.665675340768,1872.8255915863278,45,8,7,2,12,0,4,1,39,0
47.0,14,15024.0,1872.8255915863278,50,4,12,2,4,0,4,1,39,1
53.0,14,13061.665675340768,1872.8255915863278,40,2,12,2,4,0,4,1,39,1
38.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,1,0,4,1,39,1
47.0,14,13061.665675340768,1872.8255915863278,50,4,12,0,4,1,4,0,39,0
17.0,7,13061.665675340768,1872.8255915863278,24,4,1,4,12,2,4,0,39,0
21.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,7,2,2,0,39,0
41.0,13,13061.665675340768,1872.8255915863278,45,4,9,2,5,0,4,1,39,1
28.0,10,13061.665675340768,1872.8255915863278,35,4,15,0,3,1,4,1,39,0
47.0,7,13061.665675340768,1872.8255915863278,28,4,1,0,12,4,4,0,39,0
38.0,16,12624.070159722352,1872.8255915863278,55,6,10,2,10,0,4,1,39,1
54.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,10,0,1,1,39,1
45.0,10,13061.665675340768,1872.8255915863278,48,4,15,2,3,0,4,1,39,1
45.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,1,4,4,0,39,0
29.0,14,13061.665675340768,1872.8255915863278,50,2,12,2,10,0,4,1,39,0
44.0,16,7688.0,1872.8255915863278,40,7,10,2,10,5,4,0,39,1
66.0,9,13061.665675340768,1872.8255915863278,10,6,11,2,5,0,4,1,39,0
35.0,13,13061.665675340768,1872.8255915863278,55,4,9,2,12,0,4,1,39,0
66.0,13,13061.665675340768,1872.8255915863278,30,6,9,2,4,0,4,1,39,0
24.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,1,4,4,0,39,0
30.0,10,13061.665675340768,1872.8255915863278,25,4,15,4,1,1,2,1,39,0
38.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,1,1,2,1,39,0
17.0,7,13061.665675340768,1872.8255915863278,20,4,1,4,1,3,4,1,39,0
20.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,8,3,4,0,39,0
54.0,3,13061.665675340768,1872.8255915863278,40,0,4,2,0,0,4,1,39,0
45.0,12,5178.0,1872.8255915863278,40,6,7,2,12,0,4,1,39,1
32.0,10,13061.665675340768,1872.8255915863278,30,2,15,0,8,1,4,0,24,0
18.0,6,13061.665675340768,1872.8255915863278,12,4,0,4,8,3,4,0,39,0
33.0,14,13061.665675340768,1872.8255915863278,20,7,12,2,10,0,1,1,3,0
28.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,12,1,4,1,39,0
60.0,9,13061.665675340768,1872.8255915863278,40,2,11,6,4,4,4,0,39,0
30.0,11,13061.665675340768,1872.8255915863278,30,0,8,4,0,1,4,1,39,0
36.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,3,0,4,1,39,0
19.0,9,13061.665675340768,1872.8255915863278,35,4,11,4,8,1,4,0,39,0
53.0,10,13061.665675340768,1872.8255915863278,40,1,15,2,4,0,4,1,39,1
57.0,6,13061.665675340768,1872.8255915863278,8,4,0,6,1,1,4,0,39,0
32.0,10,3103.0,1872.8255915863278,40,4,15,2,3,0,4,1,39,1
32.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,1,3,4,0,39,0
35.0,6,13061.665675340768,1872.8255915863278,2,6,0,2,8,5,4,0,39,0
51.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,12,0,4,1,39,0
38.0,10,13061.665675340768,1872.8255915863278,40,0,15,2,0,0,4,1,39,0
46.0,14,13061.665675340768,1872.8255915863278,40,2,12,2,10,0,4,1,39,1
31.0,5,13061.665675340768,1872.8255915863278,40,4,6,4,7,4,4,1,26,0
29.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,1,5,4,0,39,1
40.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,6,4,2,0,39,0
52.0,9,13061.665675340768,1872.8255915863278,50,5,11,2,12,0,4,1,5,0
42.0,10,13061.665675340768,1872.8255915863278,66,6,15,2,5,0,4,1,39,0
42.0,14,13061.665675340768,1872.8255915863278,50,6,12,2,4,0,4,1,39,1
43.0,9,13061.665675340768,1872.8255915863278,55,1,11,2,1,0,4,1,39,1
38.0,13,7298.0,1872.8255915863278,40,5,9,2,4,5,1,0,0,1
34.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,14,0,4,1,39,0
27.0,14,13061.665675340768,1872.8255915863278,50,4,12,4,10,1,4,1,39,0
47.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,5,1,3,1,33,0
31.0,10,13061.665675340768,1872.8255915863278,40,7,15,4,6,1,4,1,39,0
20.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,7,1,4,1,39,0
48.0,13,12624.070159722352,1872.8255915863278,80,4,9,2,12,0,4,1,39,1
57.0,10,13061.665675340768,1872.8255915863278,40,4,15,6,1,4,1,0,39,0
28.0,7,13061.665675340768,1762.0,40,0,1,4,0,1,4,1,28,0
63.0,9,13061.665675340768,1872.8255915863278,80,6,11,2,5,0,4,1,39,0
28.0,10,13061.665675340768,1669.0,90,2,15,4,12,1,4,1,39,0
64.0,4,13061.665675340768,1872.8255915863278,60,6,5,2,5,0,4,1,39,0
29.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,4,0,4,1,39,1
23.0,9,13061.665675340768,1872.8255915863278,38,4,11,6,4,4,4,1,39,0
46.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,1,5,4,0,39,1
38.26489245201149,9,13061.665675340768,1872.8255915863278,5,4,11,6,3,4,4,0,39,0
46.0,12,13061.665675340768,1872.8255915863278,60,4,7,2,4,0,4,1,39,1
25.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,7,4,2,0,39,0
20.0,9,13061.665675340768,1872.8255915863278,40,7,11,4,1,1,4,1,39,0
35.0,13,13061.665675340768,1872.8255915863278,50,4,9,4,4,1,4,0,39,1
47.0,9,13061.665675340768,1872.8255915863278,41,4,11,4,4,3,4,1,39,0
52.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,4,0,4,1,39,1
31.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,10,3,4,0,39,0
28.0,13,13061.665675340768,1872.8255915863278,40,7,9,4,1,3,1,0,39,1
31.0,9,7688.0,1872.8255915863278,40,4,11,2,4,0,4,1,39,1
23.0,10,13061.665675340768,1872.8255915863278,30,4,15,4,1,1,4,1,39,0
40.0,14,5178.0,1872.8255915863278,40,4,12,2,10,0,2,1,39,1
21.0,10,13061.665675340768,1872.8255915863278,35,2,15,4,10,3,4,0,39,0
61.0,11,13061.665675340768,1872.8255915863278,32,4,8,0,1,1,2,0,39,0
34.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,13,3,4,1,39,0
44.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,5,0,4,1,39,0
26.0,10,13061.665675340768,1872.8255915863278,55,4,15,4,11,1,2,1,30,0
37.0,12,13061.665675340768,1872.8255915863278,47,4,7,2,8,0,4,1,39,0
52.0,9,13061.665675340768,1740.0,55,4,11,2,14,0,4,1,39,0
21.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,3,3,4,1,39,0
22.0,10,13061.665675340768,1872.8255915863278,15,4,15,2,13,5,3,0,39,0
22.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,6,0,4,1,39,0
40.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,12,0,4,1,39,0
41.0,4,13061.665675340768,1872.8255915863278,40,4,5,2,3,0,4,1,39,0
73.0,3,13061.665675340768,1872.8255915863278,25,2,4,6,8,2,1,0,30,0
17.0,5,13061.665675340768,1872.8255915863278,15,4,6,4,12,3,4,0,39,0
49.0,9,13061.665675340768,1872.8255915863278,35,4,11,6,4,1,2,0,39,0
42.0,11,7298.0,1872.8255915863278,40,4,8,2,13,0,4,1,39,1
35.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,6,0,4,1,39,1
45.0,13,13061.665675340768,1872.8255915863278,40,4,9,0,1,1,1,0,30,0
50.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
38.0,13,13061.665675340768,1872.8255915863278,42,4,9,4,12,1,4,0,39,0
18.0,6,13061.665675340768,1872.8255915863278,25,4,0,4,12,4,4,0,39,0
17.0,7,13061.665675340768,1872.8255915863278,6,4,1,4,12,3,4,1,39,0
33.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,3,3,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,1
43.0,13,13061.665675340768,1872.8255915863278,40,2,9,4,8,3,4,1,39,0
37.0,9,13061.665675340768,1872.8255915863278,12,4,11,3,5,2,4,1,26,0
52.0,4,13061.665675340768,1872.8255915863278,40,7,5,2,8,0,4,1,39,0
22.0,9,13061.665675340768,1872.8255915863278,50,4,11,4,8,1,4,0,39,0
38.26489245201149,10,13061.665675340768,1872.8255915863278,40,4,15,4,4,1,4,0,39,0
21.0,10,13061.665675340768,1872.8255915863278,35,4,15,4,8,3,4,1,39,0
45.0,12,15024.0,1872.8255915863278,72,1,7,2,11,0,4,1,39,1
40.0,9,13061.665675340768,1872.8255915863278,40,6,11,2,3,0,4,1,39,0
61.0,13,13061.665675340768,1872.8255915863278,32,4,9,2,12,0,4,1,39,1
23.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,1,3,4,1,39,0
19.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,6,3,2,1,39,0
47.0,14,4386.0,1872.8255915863278,35,2,12,2,10,5,2,0,39,1
32.0,13,7298.0,1872.8255915863278,50,4,9,2,10,0,4,1,39,1
24.0,13,13061.665675340768,1872.8255915863278,10,4,9,4,10,3,3,0,0,0
43.0,13,13061.665675340768,1872.8255915863278,30,4,9,2,10,5,4,0,39,1
55.0,16,13061.665675340768,1872.8255915863278,56,4,10,2,10,0,4,1,39,1
58.0,9,13061.665675340768,1872.8255915863278,50,6,11,2,12,0,4,1,39,0
25.0,4,13061.665675340768,1872.8255915863278,50,4,5,2,5,0,4,1,39,1
23.0,10,13061.665675340768,1872.8255915863278,35,4,15,5,12,4,2,0,39,0
44.0,10,13061.665675340768,1872.8255915863278,40,2,15,2,6,0,2,1,39,0
20.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,12,1,4,1,39,0
46.0,9,13061.665675340768,1872.8255915863278,42,4,11,2,14,0,4,1,39,0
19.0,5,13061.665675340768,1872.8255915863278,40,4,6,4,7,3,4,1,39,0
37.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
25.0,7,13061.665675340768,1872.8255915863278,40,4,1,2,1,3,4,0,39,0
49.0,9,5178.0,1872.8255915863278,40,4,11,2,1,0,4,1,39,1
34.0,9,13061.665675340768,1872.8255915863278,40,5,11,2,3,0,4,1,39,0
47.0,13,15024.0,1872.8255915863278,45,4,9,2,12,0,4,1,39,1
30.0,13,8614.0,1872.8255915863278,40,4,9,4,4,1,3,0,19,1
21.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,9,1,4,0,39,0
22.0,10,13061.665675340768,1872.8255915863278,20,2,15,4,10,1,4,0,39,0
67.0,4,13061.665675340768,1872.8255915863278,12,4,5,6,8,1,4,0,39,0
28.0,14,13061.665675340768,1872.8255915863278,40,4,12,4,10,4,0,0,39,0
45.0,9,13061.665675340768,1872.8255915863278,50,4,11,0,7,1,4,1,39,0
46.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,1,4,2,0,39,0
48.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,7,1,4,1,39,1
56.0,11,13061.665675340768,1872.8255915863278,45,4,8,2,3,0,4,1,39,0
65.0,9,13061.665675340768,1872.8255915863278,40,0,11,4,0,4,1,0,39,0
40.0,14,13061.665675340768,1872.8255915863278,60,4,12,2,4,0,4,1,39,1
20.0,9,13061.665675340768,1872.8255915863278,40,0,11,4,0,3,2,0,39,0
56.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,1,0,4,1,39,0
35.0,10,13061.665675340768,1872.8255915863278,65,4,15,4,12,1,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,14,0,4,1,39,0
32.0,6,13061.665675340768,1872.8255915863278,40,4,0,2,6,2,4,1,39,0
64.0,9,13061.665675340768,1762.0,79,4,11,0,8,1,4,0,39,0
62.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,5,1,4,1,39,0
53.0,11,13061.665675340768,1872.8255915863278,45,4,8,2,1,0,4,1,39,1
68.0,8,13061.665675340768,1872.8255915863278,35,4,2,2,5,0,4,1,39,0
35.0,10,13061.665675340768,1872.8255915863278,40,0,15,0,0,4,4,0,39,0
24.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,10,2,4,0,39,0
39.0,6,13061.665675340768,1872.8255915863278,40,4,0,5,8,4,4,0,26,0
29.0,13,7298.0,1872.8255915863278,40,4,9,2,7,0,4,1,39,1
24.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,4,5,0,0,39,0
33.0,6,13061.665675340768,1872.8255915863278,32,4,0,0,11,1,4,0,39,0
41.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,8,1,4,0,39,0
48.0,14,13061.665675340768,1872.8255915863278,40,4,12,0,4,1,4,1,39,0
47.0,13,13061.665675340768,1872.8255915863278,45,4,9,2,12,0,4,1,39,1
30.0,10,13061.665675340768,1872.8255915863278,40,5,15,4,4,1,4,0,39,1
59.0,5,13061.665675340768,1872.8255915863278,40,4,6,2,4,0,4,1,39,1
34.0,10,13061.665675340768,1590.0,40,4,15,4,4,1,4,1,39,0
26.0,10,13061.665675340768,1872.8255915863278,32,1,15,2,4,0,4,1,39,0
20.0,4,13061.665675340768,1872.8255915863278,40,4,5,4,7,3,4,1,26,0
32.0,13,13061.665675340768,1872.8255915863278,36,4,9,4,3,1,4,1,39,0
58.0,13,13061.665675340768,1872.8255915863278,50,4,9,2,4,0,4,1,39,1
31.0,13,13061.665675340768,1872.8255915863278,40,2,9,4,10,1,4,0,39,0
33.0,9,13061.665675340768,1872.8255915863278,30,4,11,2,3,0,4,1,39,1
22.0,7,13061.665675340768,1872.8255915863278,40,4,1,4,5,2,4,1,26,0
39.0,10,13061.665675340768,1872.8255915863278,65,0,15,0,0,1,4,1,33,0
38.0,10,13061.665675340768,1872.8255915863278,40,7,15,0,10,3,1,0,39,0
30.0,10,13061.665675340768,1872.8255915863278,5,7,15,4,10,1,4,0,39,0
23.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,6,1,4,1,39,0
27.0,10,13061.665675340768,1872.8255915863278,60,6,15,2,3,0,4,1,39,0
31.0,10,13061.665675340768,1872.8255915863278,72,1,15,2,11,0,4,1,39,0
20.0,10,13061.665675340768,1872.8255915863278,40,0,15,4,0,3,4,1,39,0
58.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,8,3,4,0,39,0
42.0,12,14084.0,1872.8255915863278,36,4,7,4,13,1,4,1,39,1
20.0,10,13061.665675340768,1872.8255915863278,20,5,15,4,3,3,4,1,39,0
57.0,16,13061.665675340768,1872.8255915863278,25,6,10,0,10,1,4,0,39,0
47.0,10,13061.665675340768,1872.8255915863278,40,6,15,2,12,0,4,1,39,0
49.0,13,13061.665675340768,1872.8255915863278,60,2,9,4,10,4,4,1,39,1
18.0,7,13061.665675340768,1872.8255915863278,20,4,1,4,1,3,2,0,39,0
64.0,3,13061.665675340768,1872.8255915863278,4,4,4,6,9,4,2,0,39,0
29.0,9,13061.665675340768,1872.8255915863278,35,4,11,5,3,4,4,1,39,0
47.0,10,13061.665675340768,1872.8255915863278,48,1,15,2,1,0,4,1,39,1
40.0,9,13061.665675340768,1872.8255915863278,45,0,11,5,0,3,4,1,39,0
28.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,7,0,4,1,39,1
24.0,13,13061.665675340768,1872.8255915863278,4,4,9,4,12,3,4,1,39,0
34.0,9,10520.0,1872.8255915863278,40,4,11,4,8,1,4,1,33,1
34.0,13,6497.0,1872.8255915863278,40,2,9,0,10,4,4,0,39,0
31.0,7,13061.665675340768,1872.8255915863278,51,4,1,2,12,0,4,1,39,0
23.0,9,13061.665675340768,1872.8255915863278,48,7,11,4,13,1,4,1,39,0
20.0,9,13061.665675340768,1721.0,20,4,11,4,8,3,4,0,39,0
25.0,5,13061.665675340768,1872.8255915863278,40,4,6,2,6,0,4,1,39,0
44.0,10,13061.665675340768,1872.8255915863278,60,5,15,2,4,0,4,1,39,0
28.0,8,13061.665675340768,1872.8255915863278,40,4,2,4,6,4,4,1,26,0
48.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,14,0,4,1,39,0
18.0,10,13061.665675340768,1872.8255915863278,40,0,15,4,0,3,4,1,39,0
43.0,14,13061.665675340768,1872.8255915863278,40,4,12,0,10,1,4,1,2,0
52.0,15,13061.665675340768,1872.8255915863278,60,5,14,2,10,0,4,1,39,1
53.0,7,13061.665675340768,1872.8255915863278,60,6,1,0,3,1,4,1,39,0
57.0,9,13061.665675340768,1872.8255915863278,40,5,11,2,3,0,4,1,39,1
45.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,3,3,4,0,39,0
45.0,14,13061.665675340768,1872.8255915863278,36,4,12,0,1,1,0,0,39,0
34.0,6,13061.665675340768,1872.8255915863278,35,4,0,2,5,0,4,1,39,0
44.0,9,13061.665675340768,1872.8255915863278,60,6,11,2,12,0,4,1,39,0
25.0,5,13061.665675340768,1872.8255915863278,40,4,6,4,6,1,4,1,26,0
27.0,13,13061.665675340768,1876.0,50,4,9,4,12,1,4,1,39,0
28.0,10,13061.665675340768,1872.8255915863278,40,0,15,4,0,3,1,1,35,0
36.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,1
61.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,1
52.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,6,0,4,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,12,3,4,1,39,0
53.0,3,13061.665675340768,1872.8255915863278,50,4,4,4,6,2,1,0,30,0
55.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,1,1,4,0,39,0
37.0,9,13061.665675340768,1872.8255915863278,40,5,11,2,3,0,4,1,39,0
51.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,4,0,4,1,39,1
29.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,6,0,4,1,39,0
45.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,8,0,4,1,39,0
64.0,16,8614.0,1872.8255915863278,50,7,10,6,10,1,2,1,39,1
56.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,10,0,4,1,39,1
56.0,10,13061.665675340768,1872.8255915863278,40,4,15,6,8,1,4,0,39,0
38.0,9,13061.665675340768,1872.8255915863278,78,5,11,2,12,0,4,1,39,0
29.0,14,13061.665675340768,1872.8255915863278,50,2,12,4,10,1,4,1,39,0
33.0,13,13061.665675340768,1672.0,40,4,9,2,4,0,4,1,39,0
35.0,9,13061.665675340768,1872.8255915863278,20,4,11,4,6,3,4,0,39,0
25.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,7,0,4,1,39,0
37.0,9,13061.665675340768,1872.8255915863278,55,4,11,2,14,0,4,1,39,1
28.0,14,13061.665675340768,1872.8255915863278,36,4,12,4,12,3,1,0,30,0
67.0,14,13061.665675340768,2457.0,40,4,12,2,10,0,4,1,39,0
22.0,11,13061.665675340768,1872.8255915863278,40,4,8,4,4,1,4,1,39,0
23.0,8,13061.665675340768,1872.8255915863278,20,7,2,4,8,1,4,1,39,0
22.0,10,13061.665675340768,1872.8255915863278,35,4,15,4,4,3,2,1,39,0
68.0,10,13061.665675340768,1872.8255915863278,10,4,15,6,3,1,4,1,39,0
31.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,9,1,4,0,8,0
51.0,13,13061.665675340768,1872.8255915863278,50,5,9,2,3,0,4,1,39,0
64.0,14,13061.665675340768,1872.8255915863278,20,4,12,2,4,0,4,1,39,1
35.0,13,13061.665675340768,1872.8255915863278,40,4,9,0,8,3,4,0,39,0
26.0,14,13061.665675340768,1872.8255915863278,40,4,12,4,10,1,2,0,39,0
42.0,9,13061.665675340768,1872.8255915863278,40,5,11,2,3,0,4,1,39,0
20.0,9,13061.665675340768,1872.8255915863278,25,1,11,4,8,1,0,0,39,0
46.0,9,13061.665675340768,1872.8255915863278,60,5,11,0,8,1,4,0,39,0
35.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,12,0,4,1,39,0
51.0,6,13061.665675340768,1872.8255915863278,40,4,0,6,8,1,4,0,39,0
50.0,13,13061.665675340768,1872.8255915863278,40,4,9,0,1,1,4,0,39,0
48.0,13,13061.665675340768,1872.8255915863278,60,6,9,0,12,1,4,1,39,0
27.0,13,13061.665675340768,1340.0,40,4,9,4,13,1,4,1,39,0
37.0,10,4064.0,1872.8255915863278,46,4,15,2,10,0,4,1,39,0
39.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,4,3,4,1,39,0
22.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,1,1,4,0,39,0
28.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,1,3,4,1,39,0
38.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,4,1,4,1,39,0
41.0,13,13550.0,1872.8255915863278,60,4,9,3,4,1,4,0,39,1
41.0,14,13061.665675340768,1872.8255915863278,30,4,12,0,8,4,4,0,39,0
36.0,7,13061.665675340768,1579.0,40,4,1,2,4,0,4,1,39,0
24.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,8,0,4,1,39,0
24.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,4,1,4,1,39,0
28.0,7,13061.665675340768,1872.8255915863278,40,4,1,5,8,1,4,1,39,0
28.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,8,0,4,1,39,0
49.0,9,13061.665675340768,1872.8255915863278,38,4,11,4,8,1,4,1,39,0
17.0,7,13061.665675340768,1872.8255915863278,10,4,1,4,8,3,4,1,33,0
54.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,1,0,4,1,10,1
41.0,12,13061.665675340768,1872.8255915863278,45,4,7,4,1,1,4,0,39,0
35.0,14,13061.665675340768,1872.8255915863278,25,2,12,4,10,3,4,0,39,0
18.0,7,13061.665675340768,1872.8255915863278,23,4,1,4,8,3,4,1,39,0
42.0,7,13061.665675340768,1872.8255915863278,40,4,1,2,8,0,4,1,39,0
60.0,9,13061.665675340768,2231.0,40,4,11,0,1,4,4,0,39,1
49.0,9,13061.665675340768,1872.8255915863278,84,6,11,2,5,0,4,1,39,0
57.0,9,13061.665675340768,1872.8255915863278,55,4,11,2,7,0,4,1,39,0
43.0,12,13061.665675340768,2238.0,40,4,7,0,8,4,4,0,39,0
37.0,13,13061.665675340768,1872.8255915863278,40,4,9,3,4,1,4,0,39,0
28.0,10,13061.665675340768,1872.8255915863278,20,0,15,2,0,2,4,0,39,0
20.0,9,13061.665675340768,1872.8255915863278,60,4,11,4,12,1,4,1,39,0
57.0,11,13061.665675340768,1872.8255915863278,40,4,8,4,7,1,4,0,39,0
24.0,12,13061.665675340768,1872.8255915863278,35,4,7,4,1,3,4,0,39,0
20.0,10,13061.665675340768,1872.8255915863278,40,5,15,4,6,3,4,0,39,0
42.0,11,13061.665675340768,1872.8255915863278,36,2,8,0,10,1,4,0,39,0
38.26489245201149,15,10605.0,1872.8255915863278,2,4,14,2,5,0,4,1,39,1
21.0,9,13061.665675340768,2205.0,40,4,11,4,3,3,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,13,0,4,1,39,0
39.0,13,13061.665675340768,1872.8255915863278,50,4,9,5,10,4,4,0,39,1
41.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,10,0,4,1,0,1
32.0,3,13061.665675340768,1872.8255915863278,45,4,4,2,3,0,3,1,26,1
48.0,2,13061.665675340768,1872.8255915863278,40,4,3,2,6,0,4,1,8,0
26.0,10,13061.665675340768,1872.8255915863278,64,4,15,4,6,1,4,1,39,0
18.0,8,13061.665675340768,1872.8255915863278,30,0,2,4,0,1,4,0,39,0
54.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,10,0,4,1,39,0
59.0,9,13061.665675340768,1872.8255915863278,40,1,11,4,4,2,4,0,39,0
38.0,9,13061.665675340768,1872.8255915863278,40,5,11,0,4,4,4,1,39,0
53.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,8,1,2,1,39,0
42.0,13,13061.665675340768,1872.8255915863278,40,4,9,0,4,4,4,0,39,0
53.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,4,1,4,1,39,0
18.0,10,13061.665675340768,1872.8255915863278,20,7,15,4,8,3,4,0,39,0
56.0,10,14084.0,1872.8255915863278,60,4,15,0,12,1,4,1,39,1
28.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,3,4,4,1,0,0
33.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,4,0,4,1,39,1
43.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
36.0,12,7688.0,1872.8255915863278,44,4,7,2,4,0,4,1,39,1
31.0,9,13061.665675340768,1872.8255915863278,70,4,11,5,6,1,4,1,39,0
33.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,3,0,4,1,39,0
46.0,12,13061.665675340768,1872.8255915863278,40,4,7,2,13,0,4,1,39,1
31.0,9,13061.665675340768,1872.8255915863278,36,4,11,2,7,5,4,0,39,0
47.0,11,13061.665675340768,1872.8255915863278,40,0,8,0,0,1,4,0,39,0
41.0,6,13061.665675340768,1872.8255915863278,40,4,0,0,6,4,4,0,39,0
